id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
14809,Women Tshirts,5,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14810,Women Tshirts,5,default,regular,regular,solid,solid,short sleeves,regular sleeves,default,dummy,dummy
14811,Women Tshirts,5,white,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14812,Women Tshirts,5,default,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14813,Women Tshirts,5,black,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
14814,Women Tshirts,5,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14815,Women Tshirts,5,white,regular,crop,solid,solid,short sleeves,regular sleeves,default,dummy,dummy
14816,Women Tshirts,5,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
14817,Women Tshirts,5,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14818,Women Tshirts,5,white,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14819,Women Tshirts,5,yellow,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14820,Women Tshirts,5,default,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14821,Women Tshirts,5,default,loose,long,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
14822,Women Tshirts,5,white,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14823,Women Tshirts,5,default,regular,crop,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
14824,Women Tshirts,5,pink,regular,crop,printed,graphic,long sleeves,cuffed sleeves,default,dummy,dummy
14825,Women Tshirts,5,pink,regular,crop,printed,solid,short sleeves,regular sleeves,default,dummy,dummy
14826,Women Tshirts,5,black,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14827,Women Tshirts,5,black,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14828,Women Tshirts,5,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14829,Women Tshirts,5,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14830,Women Tshirts,5,yellow,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
14831,Women Tshirts,5,default,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14832,Women Tshirts,5,pink,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14833,Women Tshirts,5,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
14834,Women Tshirts,5,multicolor,regular,regular,default,typography,short sleeves,regular sleeves,default,dummy,dummy
14835,Women Tshirts,5,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14836,Women Tshirts,5,white,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14837,Women Tshirts,5,white,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14838,Women Tshirts,5,yellow,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14839,Women Tshirts,5,default,regular,regular,solid,solid,default,regular sleeves,default,dummy,dummy
14840,Women Tshirts,5,white,loose,long,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14841,Women Tshirts,5,default,regular,regular,printed,funky print,long sleeves,regular sleeves,default,dummy,dummy
14842,Women Tshirts,5,pink,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14843,Women Tshirts,5,default,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14844,Women Tshirts,5,white,loose,long,printed,default,default,regular sleeves,default,dummy,dummy
14845,Women Tshirts,5,multicolor,regular,regular,default,default,short sleeves,regular sleeves,default,dummy,dummy
14846,Women Tshirts,5,default,loose,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14847,Women Tshirts,5,multicolor,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14848,Women Tshirts,5,white,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14849,Women Tshirts,5,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14850,Women Tshirts,5,black,regular,crop,solid,solid,short sleeves,regular sleeves,default,dummy,dummy
14851,Women Tshirts,5,yellow,regular,regular,printed,default,long sleeves,cuffed sleeves,default,dummy,dummy
14852,Women Tshirts,5,white,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14853,Women Tshirts,5,white,loose,long,printed,graphic,default,regular sleeves,default,dummy,dummy
14854,Women Tshirts,5,default,loose,long,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
14855,Women Tshirts,5,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14856,Women Tshirts,5,default,regular,crop,printed,funky print,long sleeves,cuffed sleeves,default,dummy,dummy
14857,Women Tshirts,5,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14858,Women Tshirts,5,pink,regular,long,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14859,Women Tshirts,5,black,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14860,Women Tshirts,5,maroon,loose,regular,printed,typography,default,regular sleeves,default,dummy,dummy
14861,Women Tshirts,5,black,loose,long,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14862,Women Tshirts,5,multicolor,regular,regular,default,default,short sleeves,regular sleeves,default,dummy,dummy
14863,Women Tshirts,5,black,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14864,Women Tshirts,5,white,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14865,Women Tshirts,5,yellow,regular,regular,default,default,short sleeves,regular sleeves,default,dummy,dummy
14866,Women Tshirts,5,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14867,Women Tshirts,5,black,regular,crop,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
14868,Women Tshirts,5,pink,loose,long,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14869,Women Tshirts,5,white,loose,long,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14870,Women Tshirts,5,maroon,regular,regular,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
14871,Women Tshirts,5,pink,regular,crop,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
14872,Women Tshirts,5,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14873,Women Tshirts,5,default,loose,long,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14874,Women Tshirts,5,white,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14875,Women Tshirts,5,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14876,Women Tshirts,5,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14877,Women Tshirts,5,pink,loose,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14878,Women Tshirts,5,white,regular,crop,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14879,Women Tshirts,5,yellow,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14880,Women Tshirts,5,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14881,Women Tshirts,5,black,regular,crop,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
14882,Women Tshirts,5,white,regular,crop,printed,typography,long sleeves,regular sleeves,default,dummy,dummy
14883,Women Tshirts,5,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14884,Women Tshirts,5,white,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14885,Women Tshirts,5,default,regular,crop,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14886,Women Tshirts,5,white,regular,crop,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
14887,Women Tshirts,5,white,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14888,Women Tshirts,5,pink,loose,long,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14889,Women Tshirts,5,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
14890,Women Tshirts,5,yellow,regular,crop,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
14891,Women Tshirts,5,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14892,Women Tshirts,5,white,regular,crop,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14893,Women Tshirts,5,white,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14894,Women Tshirts,5,multicolor,regular,regular,default,default,short sleeves,regular sleeves,default,dummy,dummy
14895,Women Tshirts,5,pink,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14896,Women Tshirts,5,yellow,regular,crop,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
14897,Women Tshirts,5,white,loose,long,printed,typography,default,regular sleeves,default,dummy,dummy
14898,Women Tshirts,5,yellow,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14899,Women Tshirts,5,maroon,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14900,Women Tshirts,5,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14901,Women Tshirts,5,white,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14902,Women Tshirts,5,white,regular,crop,printed,typography,long sleeves,regular sleeves,default,dummy,dummy
14903,Women Tshirts,5,multicolor,regular,crop,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14904,Women Tshirts,5,black,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14905,Women Tshirts,5,default,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14906,Women Tshirts,5,black,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14907,Women Tshirts,5,default,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14908,Women Tshirts,5,pink,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14909,Women Tshirts,5,black,regular,crop,printed,typography,long sleeves,cuffed sleeves,default,dummy,dummy
14910,Women Tshirts,5,black,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14911,Women Tshirts,5,white,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14912,Women Tshirts,5,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14913,Women Tshirts,5,black,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14914,Women Tshirts,5,white,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
14915,Women Tshirts,5,multicolor,regular,regular,default,default,short sleeves,regular sleeves,default,dummy,dummy
14916,Women Tshirts,5,black,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14917,Women Tshirts,5,white,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14918,Women Tshirts,5,default,regular,regular,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
14919,Women Tshirts,5,black,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14920,Women Tshirts,5,default,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14921,Women Tshirts,5,default,loose,long,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
14922,Women Tshirts,5,white,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14923,Women Tshirts,5,black,regular,long,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14924,Women Tshirts,5,default,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14925,Women Tshirts,5,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14926,Women Tshirts,5,yellow,regular,crop,printed,typography,long sleeves,regular sleeves,default,dummy,dummy
14927,Women Tshirts,5,pink,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14928,Women Tshirts,5,white,regular,long,default,default,short sleeves,regular sleeves,default,dummy,dummy
14929,Women Tshirts,5,maroon,regular,crop,printed,typography,long sleeves,cuffed sleeves,default,dummy,dummy
14930,Women Tshirts,5,maroon,regular,crop,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14931,Women Tshirts,5,default,loose,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14932,Women Tshirts,5,black,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14933,Women Tshirts,5,yellow,regular,crop,printed,quirky,long sleeves,cuffed sleeves,default,dummy,dummy
14934,Women Tshirts,5,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14935,Women Tshirts,5,maroon,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14936,Women Tshirts,5,white,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14937,Women Tshirts,5,white,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14938,Women Tshirts,5,white,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14939,Women Tshirts,5,white,regular,regular,printed,solid,short sleeves,regular sleeves,default,dummy,dummy
14940,Women Tshirts,5,default,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14941,Women Tshirts,5,black,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
14942,Women Tshirts,5,white,loose,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14943,Women Tshirts,5,yellow,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14944,Women Tshirts,5,maroon,regular,crop,printed,typography,default,regular sleeves,default,dummy,dummy
14945,Women Tshirts,5,white,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14946,Women Tshirts,5,black,regular,crop,printed,funky print,long sleeves,cuffed sleeves,default,dummy,dummy
14947,Women Tshirts,5,default,regular,crop,printed,funky print,default,regular sleeves,default,dummy,dummy
14948,Women Tshirts,5,white,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14949,Women Tshirts,5,white,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14950,Women Tshirts,5,white,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14951,Women Tshirts,5,yellow,regular,crop,printed,quirky,long sleeves,cuffed sleeves,default,dummy,dummy
14952,Women Tshirts,5,yellow,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
14953,Women Tshirts,5,maroon,regular,regular,default,default,short sleeves,regular sleeves,default,dummy,dummy
14954,Women Tshirts,5,white,loose,long,printed,typography,default,regular sleeves,default,dummy,dummy
14955,Women Tshirts,5,yellow,regular,crop,printed,quirky,long sleeves,cuffed sleeves,default,dummy,dummy
14956,Women Tshirts,5,white,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14957,Women Tshirts,5,white,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14958,Women Tshirts,5,multicolor,regular,regular,default,default,short sleeves,regular sleeves,default,dummy,dummy
14959,Women Tshirts,5,white,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14960,Women Tshirts,5,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14961,Women Tshirts,5,yellow,regular,crop,printed,funky print,long sleeves,regular sleeves,default,dummy,dummy
14962,Women Tshirts,5,yellow,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14963,Women Tshirts,5,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14964,Women Tshirts,5,black,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14965,Women Tshirts,5,yellow,regular,long,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14966,Women Tshirts,5,yellow,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14967,Women Tshirts,5,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14968,Women Tshirts,5,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14969,Women Tshirts,5,pink,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14970,Women Tshirts,5,black,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,dummy,dummy
14971,Women Tshirts,5,white,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14972,Women Tshirts,5,white,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14973,Women Tshirts,5,pink,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14974,Women Tshirts,5,white,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14975,Women Tshirts,5,black,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14976,Women Tshirts,5,default,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14977,Women Tshirts,5,white,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14978,Women Tshirts,5,default,regular,crop,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
14979,Women Tshirts,5,white,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14980,Women Tshirts,5,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14981,Women Tshirts,5,black,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14982,Women Tshirts,5,white,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14983,Women Tshirts,5,black,regular,regular,default,default,short sleeves,regular sleeves,default,dummy,dummy
14984,Women Tshirts,5,yellow,regular,crop,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14985,Women Tshirts,5,maroon,regular,regular,default,default,short sleeves,regular sleeves,default,dummy,dummy
14986,Women Tshirts,5,black,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14987,Women Tshirts,5,white,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14988,Women Tshirts,5,yellow,loose,long,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14989,Women Tshirts,5,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14990,Women Tshirts,5,black,regular,crop,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
14991,Women Tshirts,5,default,regular,crop,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
14992,Women Tshirts,5,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14993,Women Tshirts,5,maroon,regular,crop,printed,graphic,long sleeves,regular sleeves,default,dummy,dummy
14994,Women Tshirts,5,black,regular,crop,printed,typography,long sleeves,cuffed sleeves,default,dummy,dummy
14995,Women Tshirts,5,default,regular,regular,printed,default,short sleeves,regular sleeves,default,dummy,dummy
14996,Women Tshirts,5,black,loose,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
14997,Women Tshirts,5,white,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
14998,Women Tshirts,5,yellow,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
14999,Women Tshirts,5,black,loose,long,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
15000,Women Tshirts,5,multicolor,loose,long,printed,default,short sleeves,regular sleeves,default,dummy,dummy
15001,Women Tshirts,5,default,regular,regular,solid,solid,short sleeves,regular sleeves,default,dummy,dummy
15002,Women Tshirts,5,default,regular,crop,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
15003,Women Tshirts,5,maroon,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
15004,Women Tshirts,5,white,regular,crop,printed,funky print,long sleeves,cuffed sleeves,default,dummy,dummy
15005,Women Tshirts,5,maroon,regular,regular,solid,solid,short sleeves,regular sleeves,default,dummy,dummy
15006,Women Tshirts,5,pink,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15007,Women Tshirts,5,default,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15008,Women Tshirts,5,white,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
15009,Women Tshirts,5,maroon,regular,crop,printed,default,long sleeves,cuffed sleeves,default,dummy,dummy
15010,Women Tshirts,5,default,regular,regular,default,default,short sleeves,regular sleeves,default,dummy,dummy
15011,Women Tshirts,5,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
15012,Women Tshirts,5,white,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
15013,Women Tshirts,5,default,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
15014,Women Tshirts,5,pink,regular,crop,printed,default,short sleeves,regular sleeves,default,dummy,dummy
15015,Women Tshirts,5,default,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
15016,Women Tshirts,5,default,regular,crop,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
15017,Women Tshirts,5,white,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
15018,Women Tshirts,5,white,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
15019,Women Tshirts,5,white,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
15020,Women Tshirts,5,yellow,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15021,Women Tshirts,5,white,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15022,Women Tshirts,5,black,regular,crop,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
15023,Women Tshirts,5,white,regular,regular,default,default,short sleeves,regular sleeves,applique,dummy,dummy
15024,Women Tshirts,5,black,regular,crop,printed,solid,long sleeves,cuffed sleeves,default,dummy,dummy
15025,Women Tshirts,5,multicolor,regular,regular,default,default,short sleeves,regular sleeves,default,dummy,dummy
15026,Women Tshirts,5,black,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15027,Women Tshirts,5,white,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
15028,Women Tshirts,5,white,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
15029,Women Tshirts,5,maroon,regular,regular,printed,funky print,long sleeves,regular sleeves,default,dummy,dummy
15030,Women Tshirts,5,white,regular,long,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
15031,Women Tshirts,5,yellow,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15032,Women Tshirts,5,black,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15033,Women Tshirts,5,white,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
15034,Women Tshirts,5,white,loose,long,solid,solid,short sleeves,regular sleeves,default,dummy,dummy
15035,Women Tshirts,5,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
15036,Women Tshirts,5,pink,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
15037,Women Tshirts,5,white,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
15038,Women Tshirts,5,white,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
15039,Women Tshirts,5,default,regular,crop,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
15040,Women Tshirts,5,black,loose,long,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
15041,Women Tshirts,5,white,loose,long,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
15042,Women Tshirts,5,white,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15043,Women Tshirts,5,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
15044,Women Tshirts,5,white,loose,long,printed,typography,default,regular sleeves,default,dummy,dummy
15045,Women Tshirts,5,pink,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
15046,Women Tshirts,5,yellow,regular,regular,printed,graphic,long sleeves,regular sleeves,default,dummy,dummy
15047,Women Tshirts,5,black,regular,regular,printed,funky print,long sleeves,regular sleeves,default,dummy,dummy
15048,Women Tshirts,5,black,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15049,Women Tshirts,5,default,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15050,Women Tshirts,5,maroon,loose,regular,default,default,short sleeves,regular sleeves,default,dummy,dummy
15051,Women Tshirts,5,default,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
15052,Women Tshirts,5,default,regular,crop,printed,funky print,long sleeves,cuffed sleeves,default,dummy,dummy
15053,Women Tshirts,5,white,regular,crop,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
15054,Women Tshirts,5,pink,loose,long,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
15055,Women Tshirts,5,yellow,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,dummy,dummy
15056,Women Tshirts,5,white,regular,long,printed,funky print,default,regular sleeves,default,dummy,dummy
15057,Women Tshirts,5,pink,regular,long,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
15058,Women Tshirts,5,white,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15059,Women Tshirts,5,black,regular,regular,default,default,short sleeves,regular sleeves,default,dummy,dummy
15060,Women Tshirts,5,white,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
15061,Women Tshirts,5,black,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15062,Women Tshirts,5,white,regular,regular,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
15063,Women Tshirts,5,yellow,boxy,crop,solid,solid,default,regular sleeves,default,dummy,dummy
15064,Women Tshirts,5,default,regular,regular,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
15065,Women Tshirts,5,default,regular,crop,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
15066,Women Tshirts,5,white,regular,crop,printed,funky print,long sleeves,cuffed sleeves,default,dummy,dummy
15067,Women Tshirts,5,multicolor,regular,regular,default,default,short sleeves,regular sleeves,default,dummy,dummy
15068,Women Tshirts,5,black,regular,crop,solid,solid,long sleeves,regular sleeves,default,dummy,dummy
15069,Women Tshirts,5,white,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15070,Women Tshirts,5,yellow,loose,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15071,Women Tshirts,5,pink,regular,crop,printed,quirky,short sleeves,regular sleeves,default,dummy,dummy
15072,Women Tshirts,5,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
15073,Women Tshirts,5,white,regular,crop,solid,solid,short sleeves,regular sleeves,default,dummy,dummy
15074,Women Tshirts,5,white,regular,crop,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15075,Women Tshirts,5,multicolor,regular,regular,default,default,long sleeves,regular sleeves,default,dummy,dummy
15076,Women Tshirts,5,maroon,regular,crop,printed,typography,long sleeves,cuffed sleeves,default,dummy,dummy
15077,Women Tshirts,5,black,regular,crop,printed,graphic,long sleeves,cuffed sleeves,default,dummy,dummy
15078,Women Tshirts,5,black,regular,crop,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
15079,Women Tshirts,5,white,loose,regular,printed,graphic,default,regular sleeves,default,dummy,dummy
15080,Women Tshirts,5,black,regular,crop,printed,funky print,short sleeves,regular sleeves,default,dummy,dummy
15081,Women Tshirts,5,default,regular,regular,printed,typography,short sleeves,regular sleeves,default,dummy,dummy
15082,Women Tshirts,5,white,regular,regular,printed,graphic,short sleeves,regular sleeves,default,dummy,dummy
